Region,Region Name,Store,Store Name,Store Postcode,Small Trolley,Large Trolley,Total Trolleys,Trolleys (Y/N),Handheld Basket,Rollable Basket,Total Baskets,Baskets (Y/N),Frequency of Basket Clean,Total per Annum,Latitude,Longitude
460,Avonmouth,45,WSM-Worle,BS22 6WE,46,46,92,Yes,180,0,180,Yes,Quarterly,4,51.35902995,-2.91083795
490,Motherwell,1163,Cupar,KY15 5HX,42,50,92,Yes,0,65,65,Yes,Quarterly,4,56.317901066666664,-3.009183867
220,Runcorn,1709,Llandudno Junction,LL31 9SJ,34,59,93,Yes,0,74,74,Yes,Bi-monthly,6,53.2967,-3.8182
220,Runcorn,2047,Connahs Quay,CH5 4 DD,36,57,93,Yes,0,74,74,Yes,Monthly,12,39.398566129755025,-88.08005057
320,Southampton,133,Farnham,GU9 7UD,27,66,93,Yes,86,0,86,Yes,Bi-monthly,6,51.2166401,-0.7942245
340,Doncaster,1103,SHE-Southey Green,S6 1LH,49,44,93,Yes,0,41,41,Yes,Quarterly,4,53.42108636764706,-1.492778774
360,Wednesbury,1767,BIR-Warstock Road,B14 4ST,18,75,93,Yes,0,46,46,Yes,Bi-monthly,6,52.4140704,-1.88291405
360,Wednesbury,1538,Oswestry,SY11 2HU,34,59,93,Yes,0,166,166,Yes,Quarterly,4,52.8537122,-3.0497528
430,Exeter,1239,Dartmouth,TQ6 9LW,78,15,93,Yes,0,55,55,Yes,Quarterly,4,50.3475474,-3.600480133
490,Motherwell,1184,Forres,IV36 2GW,41,52,93,Yes,0,75,75,Yes,Quarterly,4,57.60785745,-3.63226555
590,Peterborough,684,Attleborough,NR17 2AG,60,33,93,Yes,75,0,75,Yes,Bi-monthly,6,52.51817383,1.015003525
590,Peterborough,1647,Oakham,LE15 6RQ,49,44,93,Yes,77,0,77,Yes,Quarterly,4,52.67373,-0.73494
590,Peterborough,1741,Beccles,NR34 9BN,53,40,93,Yes,95,0,95,Yes,Quarterly,4,52.4615967,1.5682789714285714
320,Southampton,1443,Shoreham,BN43 6RJ,45,49,94,Yes,0,73,73,Yes,Quarterly,4,50.8325544,-0.25818395
340,Doncaster,1265,SHE-Chesterfield Road,S8 0TW,47,47,94,Yes,26,85,111,Yes,Bi-monthly,6,53.3463,-1.4751
340,Doncaster,1530,HUL-Hedon Road,HU9 1AY,16,78,94,Yes,0,110,110,Yes,Bi-monthly,6,53.7474002,-0.3152316
340,Doncaster,1753,Barton-Upon-Humber,DN18 5LQ,45,49,94,Yes,0,87,87,Yes,Quarterly,4,53.6807459,-0.4539344
430,Exeter,1374,Dorchester,DT1 1XU,64,30,94,Yes,0,46,46,Yes,Quarterly,4,50.7187044,-2.4416781
430,Exeter,1568,Ringwood,BH24 3AS,70,24,94,Yes,0,48,48,Yes,Bi-monthly,6,50.83839703,-1.78353295
430,Exeter,2072,FER-Ringwood Rd,BH22 9BB,58,36,94,Yes,71,34,105,Yes,Quarterly,4,50.8111384,-1.87398325
460,Avonmouth,838,Gillingham,SP8 4QJ,39,55,94,Yes,0,91,91,Yes,Quarterly,4,51.03676165714286,-2.2710274
460,Avonmouth,2052,BRS-St Philips Causeway,BS2 0SP,21,73,94,Yes,0,96,96,Yes,Bi-monthly,6,51.44788655,-2.560217785
590,Peterborough,1898,Cambridge,CB5 8WR,34,60,94,Yes,95,0,95,Yes,Bi-monthly,6,52.20949155,0.146512313
250,Belvedere,1595,LON-Bermondsey,SE8 5AW,22,73,95,Yes,235,182,417,Yes,Bi-monthly,6,51.49033,-0.04374
300,Bridgend,1291,Treorchy,CF42 6EJ,35,60,95,Yes,0,70,70,Yes,Quarterly,4,51.6571111,-3.499268
340,Doncaster,1764,Mapplewell,S75 6DJ,36,59,95,Yes,0,58,58,Yes,Quarterly,4,53.5842211,-1.4870969
340,Doncaster,1994,BOL-Manchester Road,BL2 1HE,25,70,95,Yes,0,35,35,Yes,Quarterly,4,53.5668646,-2.417059967
490,Motherwell,1732,EKI-Town Centre,G74 1BX,20,75,95,Yes,0,74,74,Yes,Bi-monthly,6,55.7632277,-4.1720352
590,Peterborough,1840,NOT-Long Eaton,NG10 2AU,45,50,95,Yes,109,0,109,Yes,Quarterly,4,52.90028983,-1.262846195
220,Runcorn,850,Gwersyllt,LL11 4AP,6,90,96,Yes,0,37,37,Yes,Quarterly,4,53.0732645,-3.0188044
250,Belvedere,1454,LON-West Wickham,BR4 0RJ,46,50,96,Yes,60,91,151,Yes,Quarterly,4,51.3753281,-0.0125784
300,Bridgend,1547,Merthyr Tydfil,CF48 2TA,29,67,96,Yes,0,34,34,Yes,Quarterly,4,51.768035033333334,-3.338534
310,Northfleet,1457,Maldon,CM9 4LQ,69,27,96,Yes,124,0,124,Yes,Quarterly,4,51.73514281333333,0.6818785066666666
320,Southampton,1075,BAS-Worting Road,RG22 6PE,4,92,96,Yes,0,94,94,Yes,Quarterly,4,51.2627081,-1.1184172
340,Doncaster,836,ROT-Masborough Street,S60 1EX,38,58,96,Yes,0,140,140,Yes,Quarterly,4,53.4319354,-1.3628674
340,Doncaster,1788,SCU-Queensway,DN16 1BA,44,52,96,Yes,0,35,35,Yes,Quarterly,4,53.566994,-0.6227338
340,Doncaster,1827,MAN-Worsley,M30 8BW,19,77,96,Yes,0,50,50,Yes,Bi-monthly,6,53.4891149,-2.3702525
360,Wednesbury,2048,STO-Fenton,ST1 3EJ,54,42,96,Yes,0,62,62,Yes,Bi-monthly,6,53.01768,-2.17024
590,Peterborough,1537,Ripley,DE5 3DL,86,10,96,Yes,50,0,50,Yes,Bi-monthly,6,53.05202981764706,-1.404878912
590,Peterborough,1671,BOS-Westbridge Road,PE21 7JD,65,31,96,Yes,76,0,76,Yes,Quarterly,4,52.97116515,-0.0617626
590,Peterborough,1887,NOT-West Bridgford,NG2 7RN,66,30,96,Yes,48,143,191,Yes,Bi-monthly,6,52.92803188,-1.1471889
220,Runcorn,1705,Chorley - Preston Road,PR6 7EB,40,57,97,Yes,0,62,62,Yes,Quarterly,4,53.70558333076923,-2.639292923
250,Belvedere,1861,LON-Fulwell,TW2 5NT,38,59,97,Yes,0,168,168,Yes,Bi-monthly,6,51.4354389,-0.3505519
260,Newton Aycliffe,1622,Killingworth,NE12 6EN,58,39,97,Yes,26,21,47,Yes,Bi-monthly,6,55.0283584,-1.5747317
310,Northfleet,459,Hastings,TN37 6RA,59,38,97,Yes,108,0,108,Yes,Bi-monthly,6,50.8597786,0.5626447
430,Exeter,583,EXE-Alphington,EX2 8TT,0,97,97,Yes,34,34,68,Yes,Quarterly,4,50.7014196,-3.5311217
490,Motherwell,160,FAL-Carron,FK2 7TA,32,65,97,Yes,0,64,64,Yes,Bi-monthly,6,56.0170147,-3.7922439
590,Peterborough,1455,Melton Mowbray,LE13 1JA,46,51,97,Yes,66,0,66,Yes,Bi-monthly,6,52.7656,-0.8842
590,Peterborough,1480,Newark,NG24 3EZ,76,21,97,Yes,50,0,50,Yes,Bi-monthly,6,53.06068,-0.7874915
300,Bridgend,932,LLA-Morfa,SA15 2DP,46,52,98,Yes,0,47,47,Yes,Quarterly,4,51.6661516,-4.152527
320,Southampton,1742,Burgess Hill,RH15 8AB,33,65,98,Yes,0,80,80,Yes,Bi-monthly,6,50.96422658,-0.127530894
340,Doncaster,1092,SHE-Darnall,S9 5JA,28,70,98,Yes,0,61,61,Yes,Bi-monthly,6,53.3871038,-1.41008
360,Wednesbury,1733,Hinckley,LE10 0JX,33,65,98,Yes,0,68,68,Yes,Quarterly,4,52.5357,-1.3732
360,Wednesbury,1606,DER-Chellaston,DE73 1UD,21,77,98,Yes,0,50,50,Yes,Bi-monthly,6,52.8153,-1.4669
430,Exeter,1514,EXE-Wonford,EX2 6NF,77,21,98,Yes,0,95,95,Yes,Bi-monthly,6,50.713267939999994,-3.49878398
430,Exeter,1560,Bideford,EX39 3QU,51,47,98,Yes,0,54,54,Yes,Quarterly,4,51.0084963,-4.2349103
490,Motherwell,1642,Kirkcaldy,KY1 1SL,42,56,98,Yes,0,53,53,Yes,Quarterly,4,56.0974261,-3.1625142
590,Peterborough,1627,Haverhill,CB9 8QJ,68,30,98,Yes,90,0,90,Yes,Quarterly,4,52.0877,0.4446
260,Newton Aycliffe,1119,DRL-Yarm Road,DL1 1BA,24,75,99,Yes,0,58,58,Yes,Bi-monthly,6,54.522696,-1.5249539
260,Newton Aycliffe,1567,LEE-Stanningley,LS28 6EX,27,72,99,Yes,0,79,79,Yes,Bi-monthly,6,53.80607,-1.66329
260,Newton Aycliffe,1721,BRA-Eccleshill,BD2 3SP,42,57,99,Yes,0,52,52,Yes,Bi-monthly,6,53.8164762,-1.7175579
300,Bridgend,1852,GLO-Newhaven Road,GL2 2SN,47,52,99,Yes,126,25,151,Yes,Bi-monthly,6,51.82036746666667,-2.275834633
320,Southampton,869,Fareham,PO14 1TL,30,69,99,Yes,0,76,76,Yes,Quarterly,4,50.83626,-1.18283
590,Peterborough,1584,LOW-Peto Way,NR32 2ED,66,33,99,Yes,98,0,98,Yes,Quarterly,4,52.47758130909091,1.733796940909091
310,Northfleet,607,Eastbourne,BN23 6NJ,77,23,100,Yes,63,0,63,Yes,Quarterly,4,50.7892796,0.3093286
310,Northfleet,1388,LON-Dagenham Heathway,RM10 8QS,53,47,100,Yes,141,0,141,Yes,Bi-monthly,6,51.54156806666667,0.14835173333333332
340,Doncaster,1524,Glossop,SK13 8HS,27,73,100,Yes,0,95,95,Yes,Quarterly,4,53.4425228,-1.9477665
340,Doncaster,1573,HUL-Willerby,HU10 6DP,46,54,100,Yes,0,47,47,Yes,Quarterly,4,53.763201,-0.45787155
360,Wednesbury,1953,BUR-Lichfield Street,DE14 3RH,34,66,100,Yes,0,103,103,Yes,Bi-monthly,6,52.7994724,-1.6350587
430,Exeter,1620,St Austell,PL25 3HS,70,30,100,Yes,40,20,60,Yes,Bi-monthly,6,50.34152,-4.76115
460,Avonmouth,19,Stourport,DY13 8YJ,46,54,100,Yes,0,46,46,Yes,Bi-monthly,6,52.3422366,-2.27663245
460,Avonmouth,738,Cirencester,GL7 1YG,26,74,100,Yes,0,45,45,Yes,Quarterly,4,51.705007516393444,-1.960937411
460,Avonmouth,1700,Droitwich,WR9 9RB,28,72,100,Yes,0,70,70,Yes,Bi-monthly,6,52.2732017,-2.1561811
460,Avonmouth,1896,WOR-Droitwich Road,WR3 7JU,40,60,100,Yes,0,60,60,Yes,Quarterly,4,52.2161612,-2.2204701
490,Motherwell,1226,Fort William,PH33 6XZ,30,70,100,Yes,0,50,50,Yes,Quarterly,4,56.82269,-5.09846
490,Motherwell,1699,MOT-Windmillhill Street,ML1 1RY,52,48,100,Yes,0,40,40,Yes,Bi-monthly,6,55.7852258,-3.9817595
490,Motherwell,1704,DUN-Kingsway East,DD4 7FF,58,42,100,Yes,0,130,130,Yes,Quarterly,4,56.4770463,-2.9329396
590,Peterborough,1403,Thetford,IP24 3RS,65,35,100,Yes,70,0,70,Yes,Quarterly,4,12.91557011820366,77.57826387
220,Runcorn,1905,PRE-Eastway Hub,PR2 3LT,48,53,101,Yes,90,66,156,Yes,Bi-monthly,6,53.7973707,-2.7257699
300,Bridgend,63,Tredegar,NP22 3RF,71,30,101,Yes,0,78,78,Yes,Bi-monthly,6,51.7758768,-3.2466068
300,Bridgend,2013,SWA-Gorseinon Road,SA4 9GE,47,54,101,Yes,0,56,56,Yes,Quarterly,4,51.6674771,-4.016787
340,Doncaster,1557,Thorne,DN8 5BT,30,71,101,Yes,0,75,75,Yes,Quarterly,4,53.61385,-0.96138
490,Motherwell,1059,Peterhead,AB42 1RG,64,37,101,Yes,0,52,52,Yes,Quarterly,4,57.511515,-1.804974667
490,Motherwell,1564,Hawick,TD9 7DS,50,51,101,Yes,0,111,111,Yes,Quarterly,4,55.4246644,-2.7902248
220,Runcorn,1341,WIG-Pemberton,WN5 8BQ,55,47,102,Yes,0,56,56,Yes,Bi-monthly,6,53.5344932,-2.6759556
260,Newton Aycliffe,1731,NEW-Lemington,NE15 8AW,36,66,102,Yes,75,35,110,Yes,Quarterly,4,54.9755602,-1.7106679
300,Bridgend,1447,CAR-Pentwyn,CF23 8HA,60,42,102,Yes,0,74,74,Yes,Bi-monthly,6,51.5295603,-3.1375723
300,Bridgend,1999,ABD-Ffordd Tirwaun,CF44 0AH,42,60,102,Yes,0,60,60,Yes,Quarterly,4,51.70193825,-3.4200166
340,Doncaster,158,Irlam,M44 6BA,55,47,102,Yes,0,49,49,Yes,Quarterly,4,53.43996745,-2.41990645
460,Avonmouth,899,WOR-Ronkswood,WR5 1HG,35,67,102,Yes,0,70,70,Yes,Quarterly,4,52.195014771428575,-2.202972571
460,Avonmouth,1586,SWI-Bright Street,SN2 8DA,34,68,102,Yes,65,42,107,Yes,Bi-monthly,6,51.57193545,-1.77539025
460,Avonmouth,1868,Shaftesbury,SP7 8TL,30,72,102,Yes,208,54,262,Yes,Quarterly,4,51.0073233,-2.1917349
600,Luton,1655,NTH-Weedon Road,NN5 5DF,29,73,102,Yes,0,104,104,Yes,Quarterly,4,24.81182715,87.79593584343027
600,Luton,1993,NTH-Harlestone Road,NN5 7UG,32,70,102,Yes,0,63,63,Yes,Quarterly,4,52.2348,-0.9537
300,Bridgend,673,Risca,NP11 6AW,36,67,103,Yes,0,58,58,Yes,Quarterly,4,51.6049769,-3.097735329
300,Bridgend,1531,SWA-Trallwn Road,SA7 9WL,33,70,103,Yes,0,55,55,Yes,Quarterly,4,51.6518001,-3.8919738
340,Doncaster,1493,DON-Askern Road,DN5 0EW,44,59,103,Yes,0,48,48,Yes,Bi-monthly,6,53.549949033333334,-1.147272267
340,Doncaster,1745,MAN-Stretford,M32 0FF,22,81,103,Yes,0,73,73,Yes,Bi-monthly,6,53.45845,-2.2948
460,Avonmouth,198,Midsomer Norton,BA3 2DL,58,45,103,Yes,0,32,32,Yes,Quarterly,4,51.28846395,-2.47877975
490,Motherwell,1549,ABE-Bucksburn,AB21 9LZ,35,68,103,Yes,0,72,72,Yes,Quarterly,4,57.17948315,-2.17645665
590,Peterborough,1501,NOT-Bingham,NG13 8GF,66,37,103,Yes,45,100,145,Yes,Bi-monthly,6,52.9549118,-0.957538
220,Runcorn,2024,LIV-Garston,L19 2NJ,40,64,104,Yes,0,56,56,Yes,Bi-monthly,6,53.35382532,-2.89859866
300,Bridgend,444,Pembroke Dock,SA72 6TR,40,64,104,Yes,0,35,35,Yes,Quarterly,4,51.697058,-4.9398998
300,Bridgend,1050,Newtown,SY16 1ET,50,54,104,Yes,0,52,52,Yes,Quarterly,4,52.5099558,-3.319498
300,Bridgend,1587,Pontardawe,SA8 4AG,43,61,104,Yes,108,21,129,Yes,Bi-monthly,6,51.7177604,-3.851837933
340,Doncaster,25,SHE-Stocksbridge,S36 1DJ,54,50,104,Yes,0,88,88,Yes,Quarterly,4,53.4814016,-1.5908573
340,Doncaster,1417,Holmfirth,HD9 3TN,42,62,104,Yes,2,99,101,Yes,Quarterly,4,53.5842,-1.7878
490,Motherwell,1809,Giffnock,G46 6XN,57,47,104,Yes,0,80,80,Yes,Bi-monthly,6,55.8055928,-4.2949605
260,Newton Aycliffe,1386,YRK-Thanet Road,YO24 2PE,49,56,105,Yes,0,54,54,Yes,Bi-monthly,6,53.9441919,-1.120947
310,Northfleet,1585,Polegate,BN26 6HX,81,24,105,Yes,104,0,104,Yes,Quarterly,4,50.81998,0.27217
360,Wednesbury,883,Middlewich,CW10 9ET,48,57,105,Yes,0,129,129,Yes,Quarterly,4,53.19416845,-2.4520985
430,Exeter,1487,Newquay,TR7 2BB,65,40,105,Yes,0,127,127,Yes,Quarterly,4,50.40229795,-5.06243465
460,Avonmouth,1855,Abingdon,OX14 1TP,52,53,105,Yes,53,57,110,Yes,Bi-monthly,6,51.6695408,-1.3052439
490,Motherwell,1497,DUN-Macalpine Road,DD3 9HT,32,73,105,Yes,0,55,55,Yes,Bi-monthly,6,56.49202535,-3.00785768
490,Motherwell,1995,GLA-Robroyston Retail Park,G33 1AQ,50,55,105,Yes,0,94,94,Yes,Quarterly,4,55.89114,-4.18254
220,Runcorn,477,Maghull,L31 5JA,55,51,106,Yes,0,32,32,Yes,Quarterly,4,53.5009368,-2.9449247
220,Runcorn,1582,Porthmadog,LL49 9NY,46,60,106,Yes,22,107,129,Yes,Quarterly,4,52.9286079,-4.1369588
290,Enfield,1751,LON-Shepherd's Bush Green,W12 8PP,14,92,106,Yes,151,191,342,Yes,Monthly,12,51.50357395,-0.2187042
460,Avonmouth,407,Frome,BA11 1RX,84,22,106,Yes,0,103,103,Yes,Bi-monthly,6,51.2292776,-2.3168417
490,Motherwell,1519,Oban,PA34 4HY,36,70,106,Yes,0,98,98,Yes,Bi-monthly,6,56.40862,-5.47017
220,Runcorn,1361,BOL-Westhoughton,BL5 3YY,33,74,107,Yes,0,49,49,Yes,Quarterly,4,53.5472229,-2.5279872
260,Newton Aycliffe,1552,Houghton-le-Spring,DH4 4BJ,32,75,107,Yes,10,155,165,Yes,Monthly,12,54.8441221,-1.4704963
300,Bridgend,1668,SWA-Sway Road,SA6 6JA,45,62,107,Yes,70,63,133,Yes,Bi-monthly,6,51.66901033,-3.92212409
320,Southampton,1941,GLD-Woodbridge Road,GU1 1EE,25,82,107,Yes,176,55,231,Yes,Monthly,12,51.2484025,-0.5828504
460,Avonmouth,1757,BRS-Patchway,BS34 5WG,28,79,107,Yes,65,101,166,Yes,Bi-monthly,6,51.5248772,-2.5756873
460,Avonmouth,1825,Witney-New Close Lane,OX28 4TT,50,57,107,Yes,0,162,162,Yes,Bi-monthly,6,51.77426195,-1.4925707
260,Newton Aycliffe,1808,Northallerton,DL6 1,35,73,108,Yes,0,108,108,Yes,Quarterly,4,54.3386,-1.4332
340,Doncaster,1562,LIN-North Hykeham,LN6 8RA,36,72,108,Yes,0,72,72,Yes,Quarterly,4,53.193907,-0.5839347
340,Doncaster,1619,LEE-Garforth,LS25 2JY,57,51,108,Yes,0,73,73,Yes,Quarterly,4,53.79817633,-1.3797735
430,Exeter,1240,Helston,TR13 0SF,46,62,108,Yes,0,95,95,Yes,Quarterly,4,50.1118,-5.2677
430,Exeter,1331,Exmouth,EX8 4FG,76,32,108,Yes,0,104,104,Yes,Quarterly,4,50.6289917,-3.3814102
490,Motherwell,1423,Kirkintilloch,G66 1SY,48,60,108,Yes,0,35,35,Yes,Quarterly,4,55.94340045,-4.1552587
490,Motherwell,1545,STI-Players Road,FK7 7SH,35,73,108,Yes,0,71,71,Yes,Bi-monthly,6,56.1151,-3.9267
260,Newton Aycliffe,1225,Shelf,HX3 7QY,49,60,109,Yes,0,84,84,Yes,Quarterly,4,53.75646,-1.8091
260,Newton Aycliffe,1617,SSH-Tyne Dock,NE34 0AT,45,64,109,Yes,19,42,61,Yes,Bi-monthly,6,54.9730026,-1.4400277
310,Northfleet,1869,SOS-Campfield Road,SS3 9FT,83,26,109,Yes,112,0,112,Yes,Bi-monthly,6,51.52958,0.78554
320,Southampton,1643,WTR-Elettra Avenue,PO7 7XS,28,81,109,Yes,0,78,78,Yes,Bi-monthly,6,50.8616,-1.0335
320,Southampton,1937,Bognor Regis,PO22 9FJ,52,57,109,Yes,0,152,152,Yes,Quarterly,4,50.8065347,-0.6639962
430,Exeter,1173,Falmouth,TR10 8AB,71,38,109,Yes,0,101,101,Yes,Bi-monthly,6,50.1651545,-5.0903554
460,Avonmouth,455,Burnham,TA8 1EL,64,45,109,Yes,60,42,102,Yes,Bi-monthly,6,51.2365393,-2.9937061
460,Avonmouth,1903,SWI-The Orbital Shopping Park,SN25 4AN,52,57,109,Yes,48,44,92,Yes,Bi-monthly,6,51.597241617857144,-1.807037279
590,Peterborough,1041,Kettering,NN16 8AR,48,61,109,Yes,31,0,31,Yes,Bi-monthly,6,52.40038236666667,-0.7344703
220,Runcorn,928,Wallasey,CH45 8LN,50,60,110,Yes,0,60,60,Yes,Bi-monthly,6,53.4207709,-3.0762841
260,Newton Aycliffe,1520,Crook,DL15 8ND,51,59,110,Yes,32,45,77,Yes,Quarterly,4,54.713234,-1.7456898
300,Bridgend,1571,GLO-Bristol Rd,GL1 5TE,57,53,110,Yes,45,24,69,Yes,Quarterly,4,51.8501771,-2.25916545
320,Southampton,1806,Chichester,PO19 6EX,20,90,110,Yes,0,68,68,Yes,Quarterly,4,50.8431934,-0.7611915
340,Doncaster,1429,BURY,BL8 2EQ,36,74,110,Yes,0,58,58,Yes,Bi-monthly,6,53.59322,-2.31205
360,Wednesbury,1936,TAM-Ninian Way,B77 5GZ,28,82,110,Yes,0,79,79,Yes,Quarterly,4,52.60751333333333,-1.6739791
430,Exeter,1473,TAU-Castle Street,TA1 4BG,68,42,110,Yes,0,63,63,Yes,Quarterly,4,51.0147168,-3.1107527
460,Avonmouth,1267,Melksham,SN12 8AB,60,50,110,Yes,0,120,120,Yes,Quarterly,4,51.3769753,-2.1410737
460,Avonmouth,1553,BRS-Kingswood,BS15 8JD,44,66,110,Yes,107,158,265,Yes,Monthly,12,51.4613132,-2.5102314
490,Motherwell,1034,Port Glasgow,PA14 5PE,20,90,110,Yes,0,60,60,Yes,Quarterly,4,55.9326331,-4.6803589
220,Runcorn,759,Southport,PR8 6RZ,31,80,111,Yes,0,78,78,Yes,Bi-monthly,6,53.642655,-3.0010324
250,Belvedere,134,LON-Clapham,SW11 2LG,67,44,111,Yes,46,110,156,Yes,Monthly,12,51.46487,-0.16629
260,Newton Aycliffe,934,HAR-Jesmond Gardens,TS24 8PJ,38,73,111,Yes,0,70,70,Yes,Bi-monthly,6,54.6963484,-1.228936
260,Newton Aycliffe,1129,Driffield,YO25 6TN,46,65,111,Yes,54,54,108,Yes,Bi-monthly,6,54.005463492857146,-0.440906979
260,Newton Aycliffe,1817,DRL-Faverdale,DL3 0PZ,36,75,111,Yes,0,56,56,Yes,Quarterly,4,54.5429,-1.57836
300,Bridgend,1018,NEA-Cadoxton Road,SA10 7AY,50,61,111,Yes,0,56,56,Yes,Quarterly,4,51.66797795,-3.80720175
340,Doncaster,1747,Rossington,DN11 0FA,42,69,111,Yes,0,106,106,Yes,Bi-monthly,6,53.4831999,-1.0930899
430,Exeter,1269,PLY-Woolwell,PL6 7FG,80,31,111,Yes,0,67,67,Yes,Quarterly,4,50.4353399,-4.10695
220,Runcorn,1544,Poulton,FY6 8JW,0,112,112,Yes,0,81,81,Yes,Quarterly,4,53.8442071,-2.9759703
220,Runcorn,1800,WRX-Bodhyfryd,LL12 7BW,50,62,112,Yes,0,32,32,Yes,Quarterly,4,53.0493168,-2.9899186
300,Bridgend,1434,Pontypridd,CF37 1HF,54,58,112,Yes,0,57,57,Yes,Quarterly,4,51.60237116666667,-3.346632067
320,Southampton,558,Horley,RH6 7AB,36,76,112,Yes,70,45,115,Yes,Bi-monthly,6,51.1722568,-0.1646552
320,Southampton,1686,SOU-Villiers Road,SO15 3JG,20,92,112,Yes,97,181,278,Yes,Monthly,12,50.9200239,-1.4313678
360,Wednesbury,1891,BIR-Hamstead,B42 1DT,62,50,112,Yes,0,41,41,Yes,Bi-monthly,6,52.52969175,-1.9278486
360,Wednesbury,1611,SHR-Oteley Road,SY2 6ST,33,79,112,Yes,0,80,80,Yes,Quarterly,4,52.6886159,-2.7493565
430,Exeter,1706,BAR-Gratton Way,EX31 3NL,57,55,112,Yes,0,85,85,Yes,Quarterly,4,51.0654147,-4.082408
590,Peterborough,1273,Fakenham,NR21 8JG,60,52,112,Yes,46,0,46,Yes,Quarterly,4,52.83620453333333,0.8632442333333334
250,Belvedere,634,LON-Tooting,SW17 9HW,38,75,113,Yes,0,102,102,Yes,Bi-monthly,6,51.4196551,-0.1637846
430,Exeter,948,Saltash,PL12 6TW,45,68,113,Yes,0,91,91,Yes,Bi-monthly,6,50.4170421,-4.2336677
460,Avonmouth,1877,BRS-Longwell Green,BS30 7TX,51,62,113,Yes,63,228,291,Yes,Bi-monthly,6,51.4611,-2.4634
490,Motherwell,435,Uddingston,G71 7HA,52,61,113,Yes,0,111,111,Yes,Quarterly,4,55.8141867,-4.0784631
490,Motherwell,2038,Lanark,ML11 7LQ,56,57,113,Yes,0,74,74,Yes,Quarterly,4,55.67198145,-3.7693088
590,Peterborough,927,Stowmarket,IP14 1JF,31,82,113,Yes,70,0,70,Yes,Quarterly,4,52.194273880000004,0.9933894
340,Doncaster,1820,Beverley,HU17 OXL,47,67,114,Yes,0,78,78,Yes,Quarterly,4,53.8429,-0.4277
430,Exeter,1385,Honiton,EX14 1SG,71,43,114,Yes,0,66,66,Yes,Quarterly,4,50.79356,-3.2048199
590,Peterborough,1970,NOR-Poppy Way,NR13 5HB,74,40,114,Yes,54,0,54,Yes,Quarterly,4,52.62866103,1.3835792
250,Belvedere,1412,Dorking,RH4 3JD,50,65,115,Yes,0,98,98,Yes,Quarterly,4,51.2290584,-0.3381029
290,Enfield,1174,Waltham Abbey,EN9 1JD,30,85,115,Yes,0,44,44,Yes,Quarterly,4,51.6832462,0.0008786
300,Bridgend,1375,Ammanford,SA18 2LS,50,65,115,Yes,0,48,48,Yes,Quarterly,4,51.791731985714286,-3.9836471
430,Exeter,536,PLY-Plymstock,PL9 9BU,61,54,115,Yes,0,72,72,Yes,Bi-monthly,6,50.36066803333333,-4.089407567
430,Exeter,1974,TAU-Roman Road,TA1 2BD,81,34,115,Yes,0,48,48,Yes,Bi-monthly,6,51.019069019999996,-3.083288915
590,Peterborough,742,Stamford,PE9 1UG,57,58,115,Yes,69,0,69,Yes,Quarterly,4,52.66244655,-0.46483055
220,Runcorn,1656,Llangefni,LL77 7JH,54,62,116,Yes,0,59,59,Yes,Quarterly,4,53.25368,-4.30755
260,Newton Aycliffe,945,CRL-Charlotte Street,CA2 5BT,37,79,116,Yes,33,79,112,Yes,Quarterly,4,54.89100325,-2.93954485
300,Bridgend,1717,GLO-Mercia Road,GL1 2SQ,34,82,116,Yes,38,31,69,Yes,Bi-monthly,6,51.8720711,-2.246260567
320,Southampton,951,IOW-Shanklin,PO37 7HZ,46,70,116,Yes,0,96,96,Yes,Quarterly,4,50.6348461,-1.180878267
490,Motherwell,1000,EDI-Haymarket,EH11 2EF,60,56,116,Yes,0,102,102,Yes,Monthly,12,55.941384,-3.2218045
590,Peterborough,1482,Grantham,NG31 6NS,75,41,116,Yes,100,0,100,Yes,Bi-monthly,6,52.91389651666667,-0.643581067
590,Peterborough,2055,IPS-Crane Boulevard,IP3 9SP,67,49,116,Yes,97,0,97,Yes,Bi-monthly,6,52.031711,1.2023266
220,Runcorn,1342,Mold,CH7 1BL,52,65,117,Yes,0,76,76,Yes,Quarterly,4,53.1711503,-3.1401051
250,Belvedere,1978,LON-Ashford,TW15 3DT,48,69,117,Yes,106,60,166,Yes,Bi-monthly,6,51.4365419,-0.4697525
300,Bridgend,1147,Ystrad Mynach,CF82 8AA,47,70,117,Yes,0,42,42,Yes,Quarterly,4,51.64202457777778,-3.233606144
360,Wednesbury,1535,Swadlincote,DE11 8JU,36,81,117,Yes,0,60,60,Yes,Quarterly,4,52.77498043461539,-1.555139046
360,Wednesbury,1633,STP-Hempshaw Lane,SK1 4LG,44,73,117,Yes,0,48,48,Yes,Bi-monthly,6,53.4017147,-2.151224845
430,Exeter,402,Wadebridge,PL27 7AL,63,54,117,Yes,0,66,66,Yes,Quarterly,4,50.51846623,-4.838122525
590,Peterborough,2094,IPS-Anglia Retail Park,IP1 5QP,58,59,117,Yes,111,0,111,Yes,Monthly,12,52.08450297142857,1.1176305928571428
310,Northfleet,1650,Dover,CT16 3FH,54,64,118,Yes,50,0,50,Yes,Bi-monthly,6,51.151636,1.3072304
320,Southampton,1344,Littlehampton,BN17 5AX,30,88,118,Yes,0,44,44,Yes,Bi-monthly,6,50.8078004,-0.543113
